Chave : 119736, PRR: 0
Chave : 183291, PRR: 94397
Chave : 762494, PRR: 94500
Chave : 614159, PRR: 94592
Chave : 313157, PRR: 94684
Chave : 549388, PRR: 94784
Chave : 381206, PRR: 94885
Chave : 903839, PRR: 94985
Chave : 484007, PRR: 95085
Chave : 758694, PRR: 95193
Chave : 718473, PRR: 95294
Chave : 310500, PRR: 95395
Chave : 951965, PRR: 95502
Chave : 686067, PRR: 95605
Chave : 630246, PRR: 95710
Chave : 960864, PRR: 95817
Chave : 368093, PRR: 95921
Chave : 596039, PRR: 96022
Chave : 793688, PRR: 96123
Chave : 655727, PRR: 96227
Chave : 203305, PRR: 96331
Chave : 625673, PRR: 96441
Chave : 484687, PRR: 96546
Chave : 745529, PRR: 96650
Chave : 595624, PRR: 96756
Chave : 901277, PRR: 96856
Chave : 986412, PRR: 96962
Chave : 555955, PRR: 97067
Chave : 817829, PRR: 97183
Chave : 447682, PRR: 97324
Chave : 791246, PRR: 97445
Chave : 828195, PRR: 97559
Chave : 349231, PRR: 97666
Chave : 327231, PRR: 97776
Chave : 157885, PRR: 97886
Chave : 480677, PRR: 97997
Chave : 469669, PRR: 98102
Chave : 162340, PRR: 98205
Chave : 368883, PRR: 98308
Chave : 823110, PRR: 98410
Chave : 805930, PRR: 98507
Chave : 615055, PRR: 98609
Chave : 510571, PRR: 98712
Chave : 599636, PRR: 98824
Chave : 252174, PRR: 98926
Chave : 801148, PRR: 99029
Chave : 793447, PRR: 99133
Chave : 787827, PRR: 99230
Chave : 970645, PRR: 99337
Chave : 829730, PRR: 99444
Chave : 693967, PRR: 99559
Chave : 780380, PRR: 99667
Chave : 816959, PRR: 99789
Chave : 575231, PRR: 99890
Chave : 625865, PRR: 99999
Chave : 132961, PRR: 100095
Chave : 418645, PRR: 100215
Chave : 451133, PRR: 100316
Chave : 688245, PRR: 100417
Chave : 516626, PRR: 100515
Chave : 529970, PRR: 100611
Chave : 884768, PRR: 100725
Chave : 163481, PRR: 100845
Chave : 758210, PRR: 100964
Chave : 249945, PRR: 101101
Chave : 805642, PRR: 101215
Chave : 240151, PRR: 101323
Chave : 144321, PRR: 101437
Chave : 872373, PRR: 101550
Chave : 775283, PRR: 101664
Chave : 138616, PRR: 101779
Chave : 397202, PRR: 101893
Chave : 758276, PRR: 102007
Chave : 217068, PRR: 102121
Chave : 627387, PRR: 102228
Chave : 611518, PRR: 102336
Chave : 474581, PRR: 102449
Chave : 581062, PRR: 102556
Chave : 242620, PRR: 102667
Chave : 599189, PRR: 102786
Chave : 240859, PRR: 102902
Chave : 392938, PRR: 103017
Chave : 868280, PRR: 103130
Chave : 640979, PRR: 103242
Chave : 924750, PRR: 103354
Chave : 753749, PRR: 103458
Chave : 218910, PRR: 103564
Chave : 716300, PRR: 103673
Chave : 592140, PRR: 103775
Chave : 405514, PRR: 103912
Chave : 201544, PRR: 104055
Chave : 952351, PRR: 104179
Chave : 453419, PRR: 104293
Chave : 636902, PRR: 104400
Chave : 836032, PRR: 104508
Chave : 587845, PRR: 104619
Chave : 268554, PRR: 104733
Chave : 218318, PRR: 104847
Chave : 429098, PRR: 104961
Chave : 904790, PRR: 105075
Chave : 341035, PRR: 105189
Chave : 766044, PRR: 105310
Chave : 900080, PRR: 105417
Chave : 736640, PRR: 105531
Chave : 876566, PRR: 105637
Chave : 937515, PRR: 105741
Chave : 123359, PRR: 105846
Chave : 147295, PRR: 105952
Chave : 638119, PRR: 106067
Chave : 686788, PRR: 106173
Chave : 293065, PRR: 106290
Chave : 180193, PRR: 106415
Chave : 772617, PRR: 106530
Chave : 403715, PRR: 106638
Chave : 361295, PRR: 106758
Chave : 927744, PRR: 106872
Chave : 216775, PRR: 106986
Chave : 594385, PRR: 107106
Chave : 197723, PRR: 107209
Chave : 578894, PRR: 107329
Chave : 768448, PRR: 107432
Chave : 481388, PRR: 107548
Chave : 313664, PRR: 107661
Chave : 731719, PRR: 107773
Chave : 308578, PRR: 107885
Chave : 121709, PRR: 107991
Chave : 716004, PRR: 108108
Chave : 661496, PRR: 108213
Chave : 612626, PRR: 108316
Chave : 352290, PRR: 108416
Chave : 400096, PRR: 108522
Chave : 940268, PRR: 108636
Chave : 301031, PRR: 108756
Chave : 217378, PRR: 108870
Chave : 455667, PRR: 108984
Chave : 780296, PRR: 109092
Chave : 889509, PRR: 109203
Chave : 543467, PRR: 109311
Chave : 898563, PRR: 109420
Chave : 453122, PRR: 109533
Chave : 892997, PRR: 109646
Chave : 406909, PRR: 109758
Chave : 597721, PRR: 109864
Chave : 413465, PRR: 109982
Chave : 505886, PRR: 110082
Chave : 989269, PRR: 110188
Chave : 724533, PRR: 110290
Chave : 113070, PRR: 110416
Chave : 246966, PRR: 110533
Chave : 270693, PRR: 110643
Chave : 171637, PRR: 110776
Chave : 931285, PRR: 110915
Chave : 958269, PRR: 111028
Chave : 479436, PRR: 111139
Chave : 603012, PRR: 111246
Chave : 745546, PRR: 111353
Chave : 675553, PRR: 111461
Chave : 259171, PRR: 111568
Chave : 225244, PRR: 111675
Chave : 845968, PRR: 111782
Chave : 138896, PRR: 111889
Chave : 333908, PRR: 111996
Chave : 691453, PRR: 112100
Chave : 575150, PRR: 112210
Chave : 439688, PRR: 112316
Chave : 921842, PRR: 112423
Chave : 435330, PRR: 112530
Chave : 132865, PRR: 112637
Chave : 642061, PRR: 112740
Chave : 623689, PRR: 112861
Chave : 992919, PRR: 112968
Chave : 569166, PRR: 113091
Chave : 951214, PRR: 113198
Chave : 365016, PRR: 113309
Chave : 992740, PRR: 113417
Chave : 739949, PRR: 113527
Chave : 874599, PRR: 113639
Chave : 860965, PRR: 113750
Chave : 330165, PRR: 113861
Chave : 650181, PRR: 113970
Chave : 749222, PRR: 114082
Chave : 178508, PRR: 114193
Chave : 398028, PRR: 114304
Chave : 559266, PRR: 114416
Chave : 705300, PRR: 114528
Chave : 536447, PRR: 114640
Chave : 158793, PRR: 114747
Chave : 831984, PRR: 114874
Chave : 963320, PRR: 114999
Chave : 107299, PRR: 115107
Chave : 605850, PRR: 115211
Chave : 395298, PRR: 115321
Chave : 670035, PRR: 115425
Chave : 625216, PRR: 115532
Chave : 397233, PRR: 115656
Chave : 167116, PRR: 115771
Chave : 451362, PRR: 115879
Chave : 136213, PRR: 116008
Chave : 582888, PRR: 116126
Chave : 771693, PRR: 116234
Chave : 441366, PRR: 116342
Chave : 647091, PRR: 116481
Chave : 601572, PRR: 116601
Chave : 698704, PRR: 116721
Chave : 513996, PRR: 116841
Chave : 231209, PRR: 116949
Chave : 684474, PRR: 117057
Chave : 862827, PRR: 117170
Chave : 203365, PRR: 117278
Chave : 389215, PRR: 117389
Chave : 748106, PRR: 117491
Chave : 998686, PRR: 117605
Chave : 917134, PRR: 117719
Chave : 854991, PRR: 117837
Chave : 270478, PRR: 117945
Chave : 791159, PRR: 118052
Chave : 381856, PRR: 118175
Chave : 862845, PRR: 118289
Chave : 650764, PRR: 118407
Chave : 799393, PRR: 118514
Chave : 668169, PRR: 118628
Chave : 409123, PRR: 118748
Chave : 437215, PRR: 118867
Chave : 416022, PRR: 118987
Chave : 198890, PRR: 119106
Chave : 109952, PRR: 119226
Chave : 706975, PRR: 119334
Chave : 231215, PRR: 119448
Chave : 195370, PRR: 119562
Chave : 498459, PRR: 119664
Chave : 437327, PRR: 119772
Chave : 125310, PRR: 119880
Chave : 841542, PRR: 119994
Chave : 609192, PRR: 120119
Chave : 436819, PRR: 120232
Chave : 404396, PRR: 120341
Chave : 675631, PRR: 120449
Chave : 875517, PRR: 120551
Chave : 122968, PRR: 120659
Chave : 462865, PRR: 120767
Chave : 762271, PRR: 120871
Chave : 118657, PRR: 121014
Chave : 680967, PRR: 121126
Chave : 235283, PRR: 121239
Chave : 978723, PRR: 121345
Chave : 553660, PRR: 121451
Chave : 373053, PRR: 121557
Chave : 539364, PRR: 121669
Chave : 803437, PRR: 121776
Chave : 128242, PRR: 121915
Chave : 946299, PRR: 122031
Chave : 526205, PRR: 122135
Chave : 236986, PRR: 122239
Chave : 189489, PRR: 122343
Chave : 707198, PRR: 122452
Chave : 576623, PRR: 122562
Chave : 183496, PRR: 122662
Chave : 380278, PRR: 122766
Chave : 973374, PRR: 122872
Chave : 949520, PRR: 122984
Chave : 261179, PRR: 123100
Chave : 519120, PRR: 123212
Chave : 878456, PRR: 123326
Chave : 786881, PRR: 123432
Chave : 378835, PRR: 123544
Chave : 725244, PRR: 123651
Chave : 130019, PRR: 123757
Chave : 512917, PRR: 123863
Chave : 357588, PRR: 123975
Chave : 499308, PRR: 124092
Chave : 980137, PRR: 124207
Chave : 569071, PRR: 124319
Chave : 964046, PRR: 124431
Chave : 407793, PRR: 124542
Chave : 122489, PRR: 124654
Chave : 380501, PRR: 124774
Chave : 442434, PRR: 124892
Chave : 296989, PRR: 125003
Chave : 888060, PRR: 125123
Chave : 633291, PRR: 125242
Chave : 574669, PRR: 125362
Chave : 406476, PRR: 125481
Chave : 511659, PRR: 125601
Chave : 640168, PRR: 125709
Chave : 879768, PRR: 125817
Chave : 930040, PRR: 125931
Chave : 599300, PRR: 126038
Chave : 670732, PRR: 126152
Chave : 399700, PRR: 126292
Chave : 514895, PRR: 126397
Chave : 111328, PRR: 126501
Chave : 835575, PRR: 126616
Chave : 931096, PRR: 126715
Chave : 667421, PRR: 126818
Chave : 376640, PRR: 126917
Chave : 298326, PRR: 127019
Chave : 360789, PRR: 127124
Chave : 884365, PRR: 127229
Chave : 994959, PRR: 127342
Chave : 783989, PRR: 127481
Chave : 295393, PRR: 127591
Chave : 863621, PRR: 127695
Chave : 555963, PRR: 127804
Chave : 188565, PRR: 127912
Chave : 449286, PRR: 128016
Chave : 435175, PRR: 128120
Chave : 873404, PRR: 128224
Chave : 464220, PRR: 128334
Chave : 916914, PRR: 128438
Chave : 291833, PRR: 128548
Chave : 255895, PRR: 128655
Chave : 791510, PRR: 128788
Chave : 637980, PRR: 128922
Chave : 941716, PRR: 129024
Chave : 459212, PRR: 129132
Chave : 892568, PRR: 129271
Chave : 301816, PRR: 129410
Chave : 157792, PRR: 129524
Chave : 647230, PRR: 129638
Chave : 475305, PRR: 129783
Chave : 375580, PRR: 129902
Chave : 979654, PRR: 130010
Chave : 921392, PRR: 130118
Chave : 408811, PRR: 130220
Chave : 281805, PRR: 130322
Chave : 757566, PRR: 130455
Chave : 117339, PRR: 130584
Chave : 736974, PRR: 130698
Chave : 487567, PRR: 130811
Chave : 548600, PRR: 130924
Chave : 144572, PRR: 131061
Chave : 749121, PRR: 131174
Chave : 523825, PRR: 131281
Chave : 635004, PRR: 131393
Chave : 462386, PRR: 131507
Chave : 385025, PRR: 131619
Chave : 639695, PRR: 131734
Chave : 864004, PRR: 131851
Chave : 722782, PRR: 131960
Chave : 112287, PRR: 132070
Chave : 106762, PRR: 132181
Chave : 506991, PRR: 132294
Chave : 762146, PRR: 132407
Chave : 114301, PRR: 132546
Chave : 562126, PRR: 132654
Chave : 585198, PRR: 132783
Chave : 253679, PRR: 132901
Chave : 445604, PRR: 133026
Chave : 413464, PRR: 133164
Chave : 190995, PRR: 133276
Chave : 202119, PRR: 133390
Chave : 649647, PRR: 133504
Chave : 884533, PRR: 133624
Chave : 335413, PRR: 133743
Chave : 993817, PRR: 133857
Chave : 870532, PRR: 133972
Chave : 545979, PRR: 134086
Chave : 859457, PRR: 134206
Chave : 355302, PRR: 134314
Chave : 483553, PRR: 134422
Chave : 370205, PRR: 134530
Chave : 891996, PRR: 134644
Chave : 927742, PRR: 134752
Chave : 168150, PRR: 134863
Chave : 624584, PRR: 134970
Chave : 516745, PRR: 135074
Chave : 454696, PRR: 135182
Chave : 740371, PRR: 135290
Chave : 932402, PRR: 135392
Chave : 303989, PRR: 135500
Chave : 360717, PRR: 135614
Chave : 778894, PRR: 135722
Chave : 434500, PRR: 135836
Chave : 748017, PRR: 135946
Chave : 465519, PRR: 136059
Chave : 163798, PRR: 136167
Chave : 906567, PRR: 136281
Chave : 590757, PRR: 136401
Chave : 313089, PRR: 136519
Chave : 983962, PRR: 136632
Chave : 132292, PRR: 136750
Chave : 237087, PRR: 136858
Chave : 694928, PRR: 136972
Chave : 223304, PRR: 137080
Chave : 784993, PRR: 137194
Chave : 597925, PRR: 137302
Chave : 239592, PRR: 137416
Chave : 543820, PRR: 137530
Chave : 894167, PRR: 137644
Chave : 550003, PRR: 137758
Chave : 483888, PRR: 137873
Chave : 826944, PRR: 137983
Chave : 100929, PRR: 138096
Chave : 540121, PRR: 138210
Chave : 952268, PRR: 138327
Chave : 924229, PRR: 138446
Chave : 256211, PRR: 138573
Chave : 219411, PRR: 138688
Chave : 575720, PRR: 138809
Chave : 313165, PRR: 138920
Chave : 711976, PRR: 139023
Chave : 568643, PRR: 139123
Chave : 183849, PRR: 139225
Chave : 832860, PRR: 139367
Chave : 868988, PRR: 139485
Chave : 483711, PRR: 139604
Chave : 171938, PRR: 139723
Chave : 603099, PRR: 139831
Chave : 122151, PRR: 139936
Chave : 492456, PRR: 140062
Chave : 978224, PRR: 140182
Chave : 914938, PRR: 140295
Chave : 753857, PRR: 140408
Chave : 254771, PRR: 140529
Chave : 175297, PRR: 140648
Chave : 979257, PRR: 140768
Chave : 887054, PRR: 140883
Chave : 406287, PRR: 141003
Chave : 538584, PRR: 141110
Chave : 204117, PRR: 141223
Chave : 593152, PRR: 141329
Chave : 556621, PRR: 141437
Chave : 678201, PRR: 141552
Chave : 944295, PRR: 141659
Chave : 653499, PRR: 141765
Chave : 936566, PRR: 141877
Chave : 447164, PRR: 141986
Chave : 634360, PRR: 142089
Chave : 145948, PRR: 142202
Chave : 103158, PRR: 142321
Chave : 521338, PRR: 142440
Chave : 486769, PRR: 142549
Chave : 169678, PRR: 142653
Chave : 353768, PRR: 142758
Chave : 118356, PRR: 142862
Chave : 375387, PRR: 142964
Chave : 884077, PRR: 143071
Chave : 311926, PRR: 143175
Chave : 945129, PRR: 143318
Chave : 117329, PRR: 143432
Chave : 921952, PRR: 143556
Chave : 150263, PRR: 143674
Chave : 398144, PRR: 143788
Chave : 414086, PRR: 143903
Chave : 349098, PRR: 144018
Chave : 255714, PRR: 144132
Chave : 499205, PRR: 144243
Chave : 385962, PRR: 144345
Chave : 445381, PRR: 144459
Chave : 453104, PRR: 144567
Chave : 115845, PRR: 144675
Chave : 288494, PRR: 144783
Chave : 437659, PRR: 144886
Chave : 721230, PRR: 144998
Chave : 807857, PRR: 145110
Chave : 414917, PRR: 145223
Chave : 380114, PRR: 145335
Chave : 501405, PRR: 145447
Chave : 989701, PRR: 145552
Chave : 779882, PRR: 145679
Chave : 891094, PRR: 145785
Chave : 918544, PRR: 145897
Chave : 586838, PRR: 145999
Chave : 159854, PRR: 146115
Chave : 658231, PRR: 146231
Chave : 508110, PRR: 146347
Chave : 403228, PRR: 146497
Chave : 594354, PRR: 146608
Chave : 210518, PRR: 146716
Chave : 766511, PRR: 146824
Chave : 890294, PRR: 146938
Chave : 213481, PRR: 147046
Chave : 695462, PRR: 147154
Chave : 927116, PRR: 147297
Chave : 924212, PRR: 147412
Chave : 852064, PRR: 147527
Chave : 664212, PRR: 147642
Chave : 662676, PRR: 147757
Chave : 683665, PRR: 147871
Chave : 376560, PRR: 147973
Chave : 427608, PRR: 148090
Chave : 665613, PRR: 148206
Chave : 393299, PRR: 148322
Chave : 770045, PRR: 148441
Chave : 327042, PRR: 148560
Chave : 675862, PRR: 148680
Chave : 801785, PRR: 148794
Chave : 609418, PRR: 148926
Chave : 375036, PRR: 149049
Chave : 596422, PRR: 149163
Chave : 658164, PRR: 149282
Chave : 986262, PRR: 149396
Chave : 943849, PRR: 149506
Chave : 933588, PRR: 149617
Chave : 606258, PRR: 149729
Chave : 589802, PRR: 149841
Chave : 528400, PRR: 149958
Chave : 718093, PRR: 150066
Chave : 727040, PRR: 150174
Chave : 953534, PRR: 150285
Chave : 299937, PRR: 150400
Chave : 167723, PRR: 150511
Chave : 657135, PRR: 150619
Chave : 206044, PRR: 150724
Chave : 710264, PRR: 150838
Chave : 996566, PRR: 150946
Chave : 669136, PRR: 151060
Chave : 677947, PRR: 151168
Chave : 516454, PRR: 151282
Chave : 123859, PRR: 151385
Chave : 248415, PRR: 151530
Chave : 958827, PRR: 151659
Chave : 393324, PRR: 151798
Chave : 415961, PRR: 151906
Chave : 885257, PRR: 152024
Chave : 793227, PRR: 152138
Chave : 971567, PRR: 152261
Chave : 195562, PRR: 152375
Chave : 220013, PRR: 152489
Chave : 214533, PRR: 152598
Chave : 630518, PRR: 152706
Chave : 547227, PRR: 152843
Chave : 268608, PRR: 152957
Chave : 427338, PRR: 153070
Chave : 810947, PRR: 153185
Chave : 570960, PRR: 153299
Chave : 719610, PRR: 153413
Chave : 342194, PRR: 153527
Chave : 894790, PRR: 153642
Chave : 946791, PRR: 153754
Chave : 800975, PRR: 153862
Chave : 211065, PRR: 153966
Chave : 349477, PRR: 154091
Chave : 452100, PRR: 154193
Chave : 340300, PRR: 154302
Chave : 268376, PRR: 154416
Chave : 958241, PRR: 154518
Chave : 540993, PRR: 154627
Chave : 272822, PRR: 154741
Chave : 404015, PRR: 154859
Chave : 985604, PRR: 154975
Chave : 781066, PRR: 155105
Chave : 360718, PRR: 155229
Chave : 999732, PRR: 155333
Chave : 596037, PRR: 155439
Chave : 464023, PRR: 155548
Chave : 549331, PRR: 155657
Chave : 798587, PRR: 155766
Chave : 561654, PRR: 155875
Chave : 504198, PRR: 155988
Chave : 942836, PRR: 156097
Chave : 666050, PRR: 156203
Chave : 895607, PRR: 156304
Chave : 832689, PRR: 156407
Chave : 278236, PRR: 156511
Chave : 613343, PRR: 156614
Chave : 730314, PRR: 156717
Chave : 700074, PRR: 156822
Chave : 610022, PRR: 156932
Chave : 306242, PRR: 157036
Chave : 982591, PRR: 157148
Chave : 863659, PRR: 157254
Chave : 631586, PRR: 157365
Chave : 839176, PRR: 157479
Chave : 336869, PRR: 157593
Chave : 785489, PRR: 157707
Chave : 439322, PRR: 157815
Chave : 572604, PRR: 157929
Chave : 655053, PRR: 158040
Chave : 855888, PRR: 158153
Chave : 262277, PRR: 158267
Chave : 688520, PRR: 158382
Chave : 160892, PRR: 158499
Chave : 892209, PRR: 158615
Chave : 803278, PRR: 158728
Chave : 644349, PRR: 158839
Chave : 867706, PRR: 158952
Chave : 283980, PRR: 159065
Chave : 165110, PRR: 159175
Chave : 487759, PRR: 159303
Chave : 330577, PRR: 159416
Chave : 243415, PRR: 159525
Chave : 145681, PRR: 159635
Chave : 552494, PRR: 159740
Chave : 427835, PRR: 159843
Chave : 833066, PRR: 159971
Chave : 513513, PRR: 160074
Chave : 653751, PRR: 160193
Chave : 970852, PRR: 160306
Chave : 851371, PRR: 160420
Chave : 371816, PRR: 160534
Chave : 717931, PRR: 160644
Chave : 160596, PRR: 160750
Chave : 751786, PRR: 160869
Chave : 128061, PRR: 160973
Chave : 700270, PRR: 161080
Chave : 245124, PRR: 161187
Chave : 444706, PRR: 161292
Chave : 443526, PRR: 161402
Chave : 998224, PRR: 161526
Chave : 960757, PRR: 161645
Chave : 727389, PRR: 161752
Chave : 873299, PRR: 161866
Chave : 881157, PRR: 161990
Chave : 453935, PRR: 162110
Chave : 313002, PRR: 162222
Chave : 289820, PRR: 162331
Chave : 844263, PRR: 162436
Chave : 943277, PRR: 162559
Chave : 411984, PRR: 162677
Chave : 277436, PRR: 162798
Chave : 461765, PRR: 162909
Chave : 643484, PRR: 163039
Chave : 758811, PRR: 163149
Chave : 805255, PRR: 163256
Chave : 870206, PRR: 163368
Chave : 935677, PRR: 163504
Chave : 586078, PRR: 163617
Chave : 896829, PRR: 163736
Chave : 982848, PRR: 163867
Chave : 740295, PRR: 163982
Chave : 100141, PRR: 164121
Chave : 833818, PRR: 164240
Chave : 667865, PRR: 164344
Chave : 708885, PRR: 164451
Chave : 950607, PRR: 164555
Chave : 913315, PRR: 164661
Chave : 364546, PRR: 164766
Chave : 283068, PRR: 164875
Chave : 946537, PRR: 164983
Chave : 555590, PRR: 165085
Chave : 698118, PRR: 165203
Chave : 667609, PRR: 165322
Chave : 458103, PRR: 165431
Chave : 667939, PRR: 165546
Chave : 952149, PRR: 165654
Chave : 124100, PRR: 165758
Chave : 455522, PRR: 165861
Chave : 519259, PRR: 165972
Chave : 413009, PRR: 166075
Chave : 507702, PRR: 166181
Chave : 298283, PRR: 166290
Chave : 928851, PRR: 166396
Chave : 904303, PRR: 166505
Chave : 840987, PRR: 166610
Chave : 822182, PRR: 166724
Chave : 158494, PRR: 166829
Chave : 939043, PRR: 166937
Chave : 269951, PRR: 167042
Chave : 271453, PRR: 167147
Chave : 267229, PRR: 167258
Chave : 233553, PRR: 167370
Chave : 968849, PRR: 167475
Chave : 791144, PRR: 167599
Chave : 789006, PRR: 167702
Chave : 314982, PRR: 167807
Chave : 525972, PRR: 167919
Chave : 256609, PRR: 168023
Chave : 149254, PRR: 168134
Chave : 588362, PRR: 168239
Chave : 886323, PRR: 168341
Chave : 725566, PRR: 168450
Chave : 858672, PRR: 168567
Chave : 308552, PRR: 168683
Chave : 375146, PRR: 168795
Chave : 658781, PRR: 168920
Chave : 740457, PRR: 169030
Chave : 966762, PRR: 169140
Chave : 443847, PRR: 169248
Chave : 262754, PRR: 169352
Chave : 916252, PRR: 169458
Chave : 823033, PRR: 169564
Chave : 882443, PRR: 169668
Chave : 524157, PRR: 169770
Chave : 580392, PRR: 169872
Chave : 916069, PRR: 169989
Chave : 628685, PRR: 170104
Chave : 993121, PRR: 170219
Chave : 783017, PRR: 170329
Chave : 572675, PRR: 170435
Chave : 319379, PRR: 170541
Chave : 620961, PRR: 170646
Chave : 621225, PRR: 170753
Chave : 833995, PRR: 170876
Chave : 406410, PRR: 170981
Chave : 747212, PRR: 171088
Chave : 783995, PRR: 171189
Chave : 327138, PRR: 171292
Chave : 595901, PRR: 171398
Chave : 473550, PRR: 171506
Chave : 898397, PRR: 171608
Chave : 766677, PRR: 171711
Chave : 358409, PRR: 171820
Chave : 393419, PRR: 171928
Chave : 744665, PRR: 172037
Chave : 649235, PRR: 172144
Chave : 918219, PRR: 172250
Chave : 230248, PRR: 172361
Chave : 948611, PRR: 172467
Chave : 833869, PRR: 172584
Chave : 629107, PRR: 172695
Chave : 581607, PRR: 172811
Chave : 547490, PRR: 172946
Chave : 811078, PRR: 173055
Chave : 321064, PRR: 173169
Chave : 545899, PRR: 173286
Chave : 860210, PRR: 173394
Chave : 767305, PRR: 173506
Chave : 199042, PRR: 173614
Chave : 622163, PRR: 173729
Chave : 148836, PRR: 173843
Chave : 322311, PRR: 173957
Chave : 951950, PRR: 174071
Chave : 997329, PRR: 174185
Chave : 896359, PRR: 174299
Chave : 702647, PRR: 174413
Chave : 145552, PRR: 174530
Chave : 276776, PRR: 174644
Chave : 922547, PRR: 174762
Chave : 780681, PRR: 174884
Chave : 998261, PRR: 174994
Chave : 174867, PRR: 175103
Chave : 545709, PRR: 175228
Chave : 113931, PRR: 175340
Chave : 363453, PRR: 175471
Chave : 732020, PRR: 175577
Chave : 928457, PRR: 175704
Chave : 368930, PRR: 175831
Chave : 100732, PRR: 175958
Chave : 804598, PRR: 176085
Chave : 513795, PRR: 176209
Chave : 814179, PRR: 176326
Chave : 530429, PRR: 176433
Chave : 134126, PRR: 176560
Chave : 709579, PRR: 176671
Chave : 723594, PRR: 176794
Chave : 859142, PRR: 176896
Chave : 181082, PRR: 177021
Chave : 104778, PRR: 177136
Chave : 606698, PRR: 177246
Chave : 397625, PRR: 177361
Chave : 588795, PRR: 177472
Chave : 602516, PRR: 177605
Chave : 126192, PRR: 177726
Chave : 607246, PRR: 177839
Chave : 830965, PRR: 177953
Chave : 277361, PRR: 178067
Chave : 919780, PRR: 178188
Chave : 835975, PRR: 178298
Chave : 975791, PRR: 178410
Chave : 897785, PRR: 178522
Chave : 889385, PRR: 178632
Chave : 374810, PRR: 178737
Chave : 126250, PRR: 178840
Chave : 912731, PRR: 178942
Chave : 628294, PRR: 179045
Chave : 951715, PRR: 179158
Chave : 849044, PRR: 179277
Chave : 880076, PRR: 179392
Chave : 657150, PRR: 179511
Chave : 580738, PRR: 179620
Chave : 374564, PRR: 179732
Chave : 136461, PRR: 179852
Chave : 615021, PRR: 179960
Chave : 779364, PRR: 180067
Chave : 829371, PRR: 180178
Chave : 937487, PRR: 180291
Chave : 609532, PRR: 180404
Chave : 756068, PRR: 180511
Chave : 554209, PRR: 180616
Chave : 120394, PRR: 180729
